raw_base_MAE,raw_base_RMSE,raw_base_R2,raw_base_Accuracy_1m,raw_base_Accuracy_2m,raw_base_Accuracy_5m,raw_base_count,raw_top_MAE,raw_top_RMSE,raw_top_R2,raw_top_Accuracy_1m,raw_top_Accuracy_2m,raw_top_Accuracy_5m,raw_top_count,raw_base_precision,raw_base_recall,raw_base_f1,raw_base_detection_rate,raw_top_precision,raw_top_recall,raw_top_f1,raw_top_detection_rate,raw_overall_MAE,raw_overall_Accuracy_2m,raw_overall_precision,raw_overall_recall,raw_overall_f1,raw_overall_detection_rate,clean_base_MAE,clean_base_RMSE,clean_base_R2,clean_base_Accuracy_1m,clean_base_Accuracy_2m,clean_base_Accuracy_5m,clean_base_count,clean_top_MAE,clean_top_RMSE,clean_top_R2,clean_top_Accuracy_1m,clean_top_Accuracy_2m,clean_top_Accuracy_5m,clean_top_count,clean_base_precision,clean_base_recall,clean_base_f1,clean_base_detection_rate,clean_top_precision,clean_top_recall,clean_top_f1,clean_top_detection_rate,clean_overall_MAE,clean_overall_Accuracy_2m,clean_overall_precision,clean_overall_recall,clean_overall_f1,clean_overall_detection_rate
2.708798885345459,6.162431716918945,0.9626267552375793,58.53976531942634,76.53194263363756,88.26597131681876,767,90.99248504638672,140.8492889404297,-1.8638558387756348,21.903520208604952,31.681877444589308,40.15645371577575,767,99.99999999869623,98.8402061842933,99.41672066772323,98.8402061842933,99.99999999869623,98.8402061842933,99.41672066772323,98.8402061842933,46.85063934326172,54.10691003911343,99.99999999869623,98.8402061842933,99.41672066772323,98.8402061842933,33.63649900205132,43.20146713466194,-0.8798726514118562,3.389830508474576,5.084745762711865,12.516297262059975,767,128.7852132068619,169.3403731564194,-3.248008066348433,0.651890482398957,1.303780964797914,2.9986962190352022,767,99.99999999869623,98.8402061842933,99.41672066772323,98.8402061842933,99.99999999869623,98.8402061842933,99.41672066772323,98.8402061842933,81.21085610445661,3.194263363754889,99.99999999869623,98.8402061842933,99.41672066772323,98.8402061842933
